nodename,batch,timestamp,task,data,in_rows,question,out_rows,out_cols,solution,version,git,fun,run,time_sec,mem_gb,cache,chk,chk_time_sec,comment,on_disk,machine_type
ip-172-31-35-156,1755598966,1755599028.369308,groupby,G1_1e8_2e0_0_0,100000000,sum v1 by id1:id2,4,3,chdb,3.5.0,NA,.groupby,1,0.098,5.666,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599028.4994235,groupby,G1_1e8_2e0_0_0,100000000,sum v1 by id1:id2,4,3,chdb,3.5.0,NA,.groupby,2,0.101,5.667,TRUE,NA,0.025,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599029.4540308,groupby,G1_1e8_2e0_0_0,100000000,sum v1 mean v3 by id3,43233017,3,chdb,3.5.0,NA,.groupby,1,0.939,15.766,TRUE,NA,0.008,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599030.337378,groupby,G1_1e8_2e0_0_0,100000000,sum v1 mean v3 by id3,43233017,3,chdb,3.5.0,NA,.groupby,2,0.87,19.485,TRUE,NA,0.008,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599030.3940825,groupby,G1_1e8_2e0_0_0,100000000,mean v1:v3 by id4,2,4,chdb,3.5.0,NA,.groupby,1,0.044,19.41,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599030.444972,groupby,G1_1e8_2e0_0_0,100000000,mean v1:v3 by id4,2,4,chdb,3.5.0,NA,.groupby,2,0.039,19.366,TRUE,NA,0.006,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599031.093945,groupby,G1_1e8_2e0_0_0,100000000,sum v1:v3 by id6,43238066,4,chdb,3.5.0,NA,.groupby,1,0.63,19.445,TRUE,NA,0.011,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599031.6975179,groupby,G1_1e8_2e0_0_0,100000000,sum v1:v3 by id6,43238066,4,chdb,3.5.0,NA,.groupby,2,0.589,19.506,TRUE,NA,0.009,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599032.1563244,groupby,G1_1e8_2e0_0_0,100000000,median v3 sd v3 by id4 id5,4,4,chdb,3.5.0,NA,.groupby,1,0.444,20.524,TRUE,NA,0.006,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599032.5898292,groupby,G1_1e8_2e0_0_0,100000000,median v3 sd v3 by id4 id5,4,4,chdb,3.5.0,NA,.groupby,2,0.424,20.735,TRUE,NA,0.004,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599033.5154557,groupby,G1_1e8_2e0_0_0,100000000,max v1 - min v2 by id3,43233017,2,chdb,3.5.0,NA,.groupby,1,0.907,22.159,TRUE,NA,0.011,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599034.3827777,groupby,G1_1e8_2e0_0_0,100000000,max v1 - min v2 by id3,43233017,2,chdb,3.5.0,NA,.groupby,2,0.856,23.937,TRUE,NA,0.006,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599035.3468115,groupby,G1_1e8_2e0_0_0,100000000,largest two v3 by id6,72939140,2,chdb,3.5.0,NA,.groupby,1,0.95,28.041,TRUE,NA,0.006,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599036.201881,groupby,G1_1e8_2e0_0_0,100000000,largest two v3 by id6,72939140,2,chdb,3.5.0,NA,.groupby,2,0.84,28.73,TRUE,NA,0.01,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599036.29774,groupby,G1_1e8_2e0_0_0,100000000,regression v1 v2 by id2 id4,4,3,chdb,3.5.0,NA,.groupby,1,0.079,28.184,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599036.4159467,groupby,G1_1e8_2e0_0_0,100000000,regression v1 v2 by id2 id4,4,3,chdb,3.5.0,NA,.groupby,2,0.091,27.685,TRUE,NA,0.022,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599038.4026613,groupby,G1_1e8_2e0_0_0,100000000,sum v3 count by id1:id6,100000000,8,chdb,3.5.0,NA,.groupby,1,1.964,34.341,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599040.3198907,groupby,G1_1e8_2e0_0_0,100000000,sum v3 count by id1:id6,100000000,8,chdb,3.5.0,NA,.groupby,2,1.89,39.088,TRUE,NA,0.019,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599059.401486,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1,100,2,chdb,3.5.0,NA,.groupby,1,0.036,5.54,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599059.4459271,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1,100,2,chdb,3.5.0,NA,.groupby,2,0.038,5.54,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599059.5561323,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1:id2,10000,3,chdb,3.5.0,NA,.groupby,1,0.099,5.684,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599059.6884634,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1:id2,10000,3,chdb,3.5.0,NA,.groupby,2,0.102,5.695,TRUE,NA,0.025,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599060.1365726,groupby,G1_1e8_1e2_0_1,100000000,sum v1 mean v3 by id3,1000000,3,chdb,3.5.0,NA,.groupby,1,0.436,10.281,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599060.558853,groupby,G1_1e8_1e2_0_1,100000000,sum v1 mean v3 by id3,1000000,3,chdb,3.5.0,NA,.groupby,2,0.412,12.073,TRUE,NA,0.005,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599060.616323,groupby,G1_1e8_1e2_0_1,100000000,mean v1:v3 by id4,100,4,chdb,3.5.0,NA,.groupby,1,0.047,12.049,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599060.6648052,groupby,G1_1e8_1e2_0_1,100000000,mean v1:v3 by id4,100,4,chdb,3.5.0,NA,.groupby,2,0.039,11.996,TRUE,NA,0.004,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599061.0382993,groupby,G1_1e8_1e2_0_1,100000000,sum v1:v3 by id6,1000000,4,chdb,3.5.0,NA,.groupby,1,0.36,13.769,TRUE,NA,0.005,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599061.3423355,groupby,G1_1e8_1e2_0_1,100000000,sum v1:v3 by id6,1000000,4,chdb,3.5.0,NA,.groupby,2,0.294,13.587,TRUE,NA,0.005,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599061.5452378,groupby,G1_1e8_1e2_0_1,100000000,median v3 sd v3 by id4 id5,10000,4,chdb,3.5.0,NA,.groupby,1,0.192,13.595,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599061.747974,groupby,G1_1e8_1e2_0_1,100000000,median v3 sd v3 by id4 id5,10000,4,chdb,3.5.0,NA,.groupby,2,0.194,14.094,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599062.1965208,groupby,G1_1e8_1e2_0_1,100000000,max v1 - min v2 by id3,1000000,2,chdb,3.5.0,NA,.groupby,1,0.436,14.398,TRUE,NA,0.005,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599062.6225028,groupby,G1_1e8_1e2_0_1,100000000,max v1 - min v2 by id3,1000000,2,chdb,3.5.0,NA,.groupby,2,0.418,14.293,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599063.2839015,groupby,G1_1e8_1e2_0_1,100000000,largest two v3 by id6,2000000,2,chdb,3.5.0,NA,.groupby,1,0.649,17.038,TRUE,NA,0.004,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599063.8566852,groupby,G1_1e8_1e2_0_1,100000000,largest two v3 by id6,2000000,2,chdb,3.5.0,NA,.groupby,2,0.563,16.619,TRUE,NA,0.005,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599063.993114,groupby,G1_1e8_1e2_0_1,100000000,regression v1 v2 by id2 id4,10000,3,chdb,3.5.0,NA,.groupby,1,0.124,15.3,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599064.113548,groupby,G1_1e8_1e2_0_1,100000000,regression v1 v2 by id2 id4,10000,3,chdb,3.5.0,NA,.groupby,2,0.093,14.786,TRUE,NA,0.022,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599066.0245745,groupby,G1_1e8_1e2_0_1,100000000,sum v3 count by id1:id6,100000000,8,chdb,3.5.0,NA,.groupby,1,1.881,22.708,TRUE,NA,0.022,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599067.8561099,groupby,G1_1e8_1e2_0_1,100000000,sum v3 count by id1:id6,100000000,8,chdb,3.5.0,NA,.groupby,2,1.81,26.662,TRUE,NA,0.015,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599088.0543222,groupby,G1_1e8_1e2_5_0,100000000,sum v1 by id1,96,2,chdb,3.5.0,NA,.groupby,1,0.04,6.144,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599088.0937243,groupby,G1_1e8_1e2_5_0,100000000,sum v1 by id1,96,2,chdb,3.5.0,NA,.groupby,2,0.033,6.142,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599088.3047497,groupby,G1_1e8_1e2_5_0,100000000,sum v1 by id1:id2,9216,3,chdb,3.5.0,NA,.groupby,1,0.202,6.387,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599088.5219808,groupby,G1_1e8_1e2_5_0,100000000,sum v1 by id1:id2,9216,3,chdb,3.5.0,NA,.groupby,2,0.19,6.384,TRUE,NA,0.023,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599089.0395045,groupby,G1_1e8_1e2_5_0,100000000,sum v1 mean v3 by id3,950001,3,chdb,3.5.0,NA,.groupby,1,0.506,11.584,TRUE,NA,0.004,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599089.5040936,groupby,G1_1e8_1e2_5_0,100000000,sum v1 mean v3 by id3,950001,3,chdb,3.5.0,NA,.groupby,2,0.456,13.152,TRUE,NA,0.004,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599089.5751412,groupby,G1_1e8_1e2_5_0,100000000,mean v1:v3 by id4,96,4,chdb,3.5.0,NA,.groupby,1,0.061,13.049,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599089.633852,groupby,G1_1e8_1e2_5_0,100000000,mean v1:v3 by id4,96,4,chdb,3.5.0,NA,.groupby,2,0.051,13.018,TRUE,NA,0.003,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599090.1269019,groupby,G1_1e8_1e2_5_0,100000000,sum v1:v3 by id6,950001,4,chdb,3.5.0,NA,.groupby,1,0.481,14.601,TRUE,NA,0.005,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599090.5406313,groupby,G1_1e8_1e2_5_0,100000000,sum v1:v3 by id6,950001,4,chdb,3.5.0,NA,.groupby,2,0.404,14.314,TRUE,NA,0.005,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599090.7687097,groupby,G1_1e8_1e2_5_0,100000000,median v3 sd v3 by id4 id5,9216,4,chdb,3.5.0,NA,.groupby,1,0.218,14.604,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599090.9865193,groupby,G1_1e8_1e2_5_0,100000000,median v3 sd v3 by id4 id5,9216,4,chdb,3.5.0,NA,.groupby,2,0.211,14.86,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599091.465072,groupby,G1_1e8_1e2_5_0,100000000,max v1 - min v2 by id3,950001,2,chdb,3.5.0,NA,.groupby,1,0.465,15.953,TRUE,NA,0.005,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599091.9489162,groupby,G1_1e8_1e2_5_0,100000000,max v1 - min v2 by id3,950001,2,chdb,3.5.0,NA,.groupby,2,0.475,16.012,TRUE,NA,0.004,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599093.309309,groupby,G1_1e8_1e2_5_0,100000000,largest two v3 by id6,1900002,2,chdb,3.5.0,NA,.groupby,1,1.34,17.771,TRUE,NA,0.012,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599094.58824,groupby,G1_1e8_1e2_5_0,100000000,largest two v3 by id6,1900002,2,chdb,3.5.0,NA,.groupby,2,1.262,16.106,TRUE,NA,0.012,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599094.8106523,groupby,G1_1e8_1e2_5_0,100000000,regression v1 v2 by id2 id4,9216,3,chdb,3.5.0,NA,.groupby,1,0.211,14.152,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599095.0095022,groupby,G1_1e8_1e2_5_0,100000000,regression v1 v2 by id2 id4,9216,3,chdb,3.5.0,NA,.groupby,2,0.193,13.085,TRUE,NA,0.002,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599097.0775628,groupby,G1_1e8_1e2_5_0,100000000,sum v3 count by id1:id6,99999338,8,chdb,3.5.0,NA,.groupby,1,2.044,23.874,TRUE,NA,0.016,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599099.197428,groupby,G1_1e8_1e2_5_0,100000000,sum v3 count by id1:id6,99999338,8,chdb,3.5.0,NA,.groupby,2,2.098,29.42,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599121.2419631,join,J1_1e8_NA_0_0,100000000,small inner on int,89997128,9,chdb,3.5.0,,.join,1,0.522,22.018,TRUE,NA,0.015,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599121.7304127,join,J1_1e8_NA_0_0,100000000,small inner on int,89997128,9,chdb,3.5.0,,.join,2,0.47,29.903,TRUE,NA,0.013,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599122.4740157,join,J1_1e8_NA_0_0,100000000,medium inner on int,89995511,11,chdb,3.5.0,,.join,1,0.719,39.716,TRUE,NA,0.012,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599123.2267702,join,J1_1e8_NA_0_0,100000000,medium inner on int,89995511,11,chdb,3.5.0,,.join,2,0.711,49.213,TRUE,NA,0.036,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599124.1391218,join,J1_1e8_NA_0_0,100000000,medium outer on int,100000000,11,chdb,3.5.0,,.join,1,0.873,59.453,TRUE,NA,0.027,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599125.1048915,join,J1_1e8_NA_0_0,100000000,medium outer on int,100000000,11,chdb,3.5.0,,.join,2,0.935,69.79,TRUE,NA,0.025,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599125.8215833,join,J1_1e8_NA_0_0,100000000,medium inner on factor,89995511,11,chdb,3.5.0,,.join,1,0.689,78.324,TRUE,NA,0.015,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599126.4891195,join,J1_1e8_NA_0_0,100000000,medium inner on factor,89995511,11,chdb,3.5.0,,.join,2,0.648,86.807,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599129.3543494,join,J1_1e8_NA_0_0,100000000,big inner on int,90000000,13,chdb,3.5.0,,.join,1,2.836,106.181,TRUE,NA,0.015,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599131.676319,join,J1_1e8_NA_0_0,100000000,big inner on int,90000000,13,chdb,3.5.0,,.join,2,2.302,117.37,TRUE,NA,0.015,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599155.6580613,join,J1_1e8_NA_5_0,100000000,small inner on int,85996086,9,chdb,3.5.0,,.join,1,0.591,23.727,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599156.186908,join,J1_1e8_NA_5_0,100000000,small inner on int,85996086,9,chdb,3.5.0,,.join,2,0.511,31.968,TRUE,NA,0.013,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599157.0249224,join,J1_1e8_NA_5_0,100000000,medium inner on int,85508174,11,chdb,3.5.0,,.join,1,0.812,41.952,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599157.867633,join,J1_1e8_NA_5_0,100000000,medium inner on int,85508174,11,chdb,3.5.0,,.join,2,0.802,52.112,TRUE,NA,0.036,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599158.8305113,join,J1_1e8_NA_5_0,100000000,medium outer on int,100000000,11,chdb,3.5.0,,.join,1,0.924,63.067,TRUE,NA,0.027,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599159.8380637,join,J1_1e8_NA_5_0,100000000,medium outer on int,100000000,11,chdb,3.5.0,,.join,2,0.977,74.372,TRUE,NA,0.025,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599160.6270351,join,J1_1e8_NA_5_0,100000000,medium inner on factor,85508174,11,chdb,3.5.0,,.join,1,0.761,83.378,TRUE,NA,0.013,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599161.3986578,join,J1_1e8_NA_5_0,100000000,medium inner on factor,85508174,11,chdb,3.5.0,,.join,2,0.753,92.504,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599164.678559,join,J1_1e8_NA_5_0,100000000,big inner on int,85499801,13,chdb,3.5.0,,.join,1,3.254,112.168,TRUE,NA,0.013,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599167.643307,join,J1_1e8_NA_5_0,100000000,big inner on int,85499801,13,chdb,3.5.0,,.join,2,2.942,123.93,TRUE,NA,0.016,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599192.4807324,join,J1_1e8_NA_0_1,100000000,small inner on int,89997128,9,chdb,3.5.0,,.join,1,0.555,21.791,TRUE,NA,0.022,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599193.047435,join,J1_1e8_NA_0_1,100000000,small inner on int,89997128,9,chdb,3.5.0,,.join,2,0.54,29.584,TRUE,NA,0.022,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599193.7416618,join,J1_1e8_NA_0_1,100000000,medium inner on int,89995511,11,chdb,3.5.0,,.join,1,0.665,39.356,TRUE,NA,0.013,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599194.4108756,join,J1_1e8_NA_0_1,100000000,medium inner on int,89995511,11,chdb,3.5.0,,.join,2,0.632,48.978,TRUE,NA,0.033,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599195.2710972,join,J1_1e8_NA_0_1,100000000,medium outer on int,100000000,11,chdb,3.5.0,,.join,1,0.823,59.273,TRUE,NA,0.026,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599196.2017648,join,J1_1e8_NA_0_1,100000000,medium outer on int,100000000,11,chdb,3.5.0,,.join,2,0.901,69.657,TRUE,NA,0.025,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599196.9143393,join,J1_1e8_NA_0_1,100000000,medium inner on factor,89995511,11,chdb,3.5.0,,.join,1,0.685,78.348,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599197.5549178,join,J1_1e8_NA_0_1,100000000,medium inner on factor,89995511,11,chdb,3.5.0,,.join,2,0.622,86.717,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599200.166792,join,J1_1e8_NA_0_1,100000000,big inner on int,90000000,13,chdb,3.5.0,,.join,1,2.584,106.149,TRUE,NA,0.014,,FALSE,c6id.metal
ip-172-31-35-156,1755598966,1755599202.7183397,join,J1_1e8_NA_0_1,100000000,big inner on int,90000000,13,chdb,3.5.0,,.join,2,2.531,117.601,TRUE,NA,0.016,,FALSE,c6id.metal
